question,gold,qtype,topk_aic,topk_f1,topk_em,topk_tokens,mmr_aic,mmr_f1,mmr_em,mmr_tokens,focused_aic,focused_f1,focused_em,focused_tokens,answer_survival_aic,answer_survival_f1,answer_survival_em,answer_survival_tokens
"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,bridge,1,0.5,0.0,445,1,0.5,0.0,445,1,0.5,0.0,445,1,0.5,0.0,445
During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),bridge,1,0.0,0.0,510,1,0.0,0.0,498,1,0.0,0.0,510,1,0.0,0.0,510
How far from Sacramento is the flight school in Atwater?,about 115 miles (185 km),bridge,1,0.0,0.0,378,1,0.0,0.0,378,1,0.0,0.0,378,1,0.0,0.0,378
Baraki Barak District is situated in the western part of a province whose capital is what?,Puli Alam,bridge,1,0.0,0.0,415,1,0.0,0.0,415,1,0.0,0.0,415,1,0.0,0.0,415
What was the 2010 population of the town where Black Crescent Mountain was located? ,310,bridge,1,0.0,0.0,409,1,0.0,0.0,409,1,0.0,0.0,409,1,0.0,0.0,409
"In the NASA mission where Moon trees were taken into space, what was the nickname of the Command Module?","""Kitty Hawk""",bridge,1,0.0,0.0,499,1,0.0,0.0,503,1,0.0,0.0,507,1,0.0,0.0,507
Which comic series involves characters such as Nick Fury and Baron von Strucker?,Marvel,bridge,1,0.0,0.0,464,1,0.0,0.0,464,1,0.0,0.0,464,1,0.0,0.0,464
College Humor is a 1933 American pre-Code musical comedy film that starred what American singer and actor who has a trademark warm bass-baritone voice?,"Harry Lillis ""Bing"" Crosby Jr.",bridge,1,0.12903225806451613,0.0,404,1,0.12903225806451613,0.0,404,1,0.12903225806451613,0.0,404,1,0.12903225806451613,0.0,404
Who is writing a book about the Koch family who control the second-largest privately owned company in the United States?,Jane Mayer,bridge,0,0.0,0.0,469,0,0.0,0.0,469,0,0.0,0.0,469,0,0.0,0.0,469
New York State Route 9R rejoins its parent in a hamlet located  in what New York County?,Albany,bridge,1,0.0,0.0,498,1,0.0,0.0,499,1,0.0,0.0,498,1,0.0,0.0,488
12 Years a Slave starred what British actor born 10 July 1977),Chiwetel Ejiofor,bridge,1,0.3076923076923077,0.0,400,1,0.3076923076923077,0.0,400,1,0.3076923076923077,0.0,400,1,0.3076923076923077,0.0,400
What was the capital of India when the Taj Mahal was commissioned?,Agra,bridge,1,0.0,0.0,423,1,0.0,0.0,423,1,0.0,0.0,423,1,0.0,0.0,423
"In what city did the ""Prince of tenors"" star in a film based on an opera by Giacomo Puccini?",Rome,bridge,0,0.0,0.0,500,0,0.0,0.0,500,0,0.0,0.0,500,0,0.0,0.0,500
What river can a  large African bovine be seen bathing in in the Mwabvi Wildlife Reserve?,Buffalo,bridge,1,0.0,0.0,439,1,0.0,0.0,439,1,0.0,0.0,439,1,0.0,0.0,439
Jalen Jones plays basketball for an NBA team that plays their home games in what arena?,Smoothie King Center,bridge,1,0.33333333333333337,0.0,440,1,0.33333333333333337,0.0,440,1,0.33333333333333337,0.0,440,1,0.33333333333333337,0.0,440
The On Tour Forever album gave Blues Traveler the opportunity to display what musical trademark?,extensive use of segues,bridge,0,0.0,0.0,391,0,0.0,0.0,391,0,0.0,0.0,391,0,0.0,0.0,391
Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,bridge,1,0.11764705882352941,0.0,392,1,0.11764705882352941,0.0,392,1,0.11764705882352941,0.0,392,1,0.11764705882352941,0.0,392
Alexander Petrovich Nikolayev received the title Hero of the Soviet Union and the Order of Lenin for his actions during the   the final major offensive of the European theatre of what war?,World War II,bridge,1,0.0,0.0,422,1,0.0,0.0,422,1,0.0,0.0,422,1,0.0,0.0,422
Where did Cale Gundy's brother play football in college?,Oklahoma State University,bridge,1,0.0,0.0,388,1,0.0,0.0,388,1,0.0,0.0,388,1,0.0,0.0,388
"Who has released more solo albums, Nick Carter or Brady Seals?",Brady Seals,comparison,1,0.0,0.0,389,1,0.0,0.0,389,1,0.0,0.0,389,1,0.0,0.0,389
"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,comparison,1,0.0,0.0,488,1,0.0,0.0,488,1,0.0,0.0,488,1,0.0,0.0,488
"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,bridge,1,0.0,0.0,500,1,0.0,0.0,500,1,0.0,0.0,500,1,0.0,0.0,500
The Atik Valide Mosque and Valens Aqueduct are found in what country?,Turkey,comparison,1,0.0,0.0,508,1,0.0,0.0,492,1,0.0,0.0,508,1,0.0,0.0,501
"Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?",William McKinley,bridge,1,0.14285714285714288,0.0,465,1,0.14285714285714288,0.0,465,1,0.14285714285714288,0.0,465,1,0.14285714285714288,0.0,465
Who created the NBC sitcom that Johnny Pemberton appears in as the character Bo Thompson?,Justin Spitzer,bridge,1,0.0,0.0,454,1,0.0,0.0,454,1,0.0,0.0,454,1,0.0,0.0,454
Were Halldór Laxness and Timothy Leary from the same country?,no,comparison,1,0.0,0.0,402,1,0.0,0.0,402,1,0.0,0.0,402,1,0.0,0.0,402
Do both Korematsu v. United States and Chaplinsky v. New Hampshire cases regard the rights of U. S. citizens?,yes,comparison,0,0.0,0.0,512,0,0.0,0.0,507,0,0.0,0.0,512,0,0.0,0.0,512
 What is the title of the memoir written by the honoree of the Black and White Ball?,Personal History,bridge,1,0.0,0.0,484,1,0.0,0.0,484,1,0.0,0.0,484,1,0.0,0.0,484
What country is the theme park served by the Huis Ten Bosch train service themed on?,Netherlands,bridge,1,0.0,0.0,498,1,0.0,0.0,498,1,0.0,0.0,498,1,0.0,0.0,498
The Distribution of Industry act was passed by a man who was prime minister when? ,1945 to 1951,bridge,0,0.044444444444444446,0.0,489,0,0.044444444444444446,0.0,506,0,0.044444444444444446,0.0,489,0,0.044444444444444446,0.0,509
"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?",Gweilo,bridge,1,0.11764705882352941,0.0,490,1,0.11764705882352941,0.0,490,1,0.11764705882352941,0.0,490,1,0.11764705882352941,0.0,490
In what year was the most famous statute at Po Lin Monastery built?,Tian Tan Buddha,bridge,1,0.0,0.0,404,1,0.0,0.0,404,1,0.0,0.0,404,1,0.0,0.0,404
" The Nike Hoop Summit has had many current NBA players as former participants, including what German player from the Dallas Mavericks?",Dirk Werner Nowitzki,bridge,1,0.2608695652173913,0.0,484,1,0.2608695652173913,0.0,510,1,0.2608695652173913,0.0,508,1,0.2608695652173913,0.0,508
Which actor from the South Korean-Thai drama film Final Recipe debuted as a member of Super Junior-M in 2008?,Henry Lau,bridge,0,0.0,0.0,427,0,0.0,0.0,427,0,0.0,0.0,427,0,0.0,0.0,427
Are Phlebodium and Pieris both species of ferns?,no,comparison,1,0.0,0.0,398,1,0.0,0.0,398,1,0.0,0.0,398,1,0.0,0.0,398
Who was the great grandfather of Franklin Seaver Pratt's wife?,Kalokuokamaile,bridge,1,0.04878048780487806,0.0,502,1,0.03333333333333333,0.0,502,1,0.04878048780487806,0.0,502,1,0.04878048780487806,0.0,502
At what age did Cieli di Toscana's singer become blind?,Bocelli became completely blind at the age of 12,bridge,1,0.0,0.0,409,1,0.0,0.0,409,1,0.0,0.0,409,1,0.0,0.0,409
Which late 1980s and 1990s English super model was featured in the song nasty girl by The Notorious B.I.G.?,Naomi Elaine Campbell,bridge,1,0.0,0.0,496,1,0.0,0.0,496,1,0.2608695652173913,0.0,496,1,0.2608695652173913,0.0,496
What is the name of the film directed by Alex Cox  adapted from a 1606 play starring Diana Quick as the Dutchess?,Revengers Tragedy,bridge,1,0.0,0.0,494,1,0.0,0.0,490,1,0.0,0.0,494,1,0.0,0.0,477
Josh Trank and Mike Valerio both work in what industry?,entertainment,comparison,1,0.0,0.0,367,1,0.0,0.0,367,1,0.0,0.0,367,1,0.0,0.0,367
"Which American comedian born on March 21, 1962, appeared in the movie ""Sleepless in Seattle?""",Rosie O'Donnell,bridge,1,0.125,0.0,382,1,0.125,0.0,382,1,0.125,0.0,382,1,0.125,0.0,382
Any Questions for Ben? was directed by which Australian producer and actor?,"Robert Ian ""Rob"" Sitch",bridge,1,0.0,0.0,438,1,0.0,0.0,438,1,0.0,0.0,438,1,0.0,0.0,438
What American indie rock group first had Jesse Sandoval as the drummer and now has Jon Sortland on drums?,The Shins,bridge,1,0.16666666666666669,0.0,411,1,0.16666666666666669,0.0,411,1,0.16666666666666669,0.0,411,1,0.16666666666666669,0.0,411
What 3 countries are part of the legal name of the airline that merged with Braathens in 2004?,Denmark–Norway–Sweden,bridge,0,0.0,0.0,460,0,0.0,0.0,460,0,0.0,0.0,460,0,0.0,0.0,460
What is the ratio of flow velocity past a boundary to the local speed of sound for a Saab JAS 39 Gripen?,2,bridge,1,0.0,0.0,492,1,0.0,0.0,492,1,0.0,0.0,492,1,0.0,0.0,492
"SWX Right Now airs on the station that broadcasts on what channel in Billings, Montana?",8,bridge,1,0.0,0.0,355,1,0.0,0.0,355,1,0.0,0.0,355,1,0.0,0.0,355
"Which player, who also played for the New Jersey Nets and the Golden State Warriors, finished third in the league with 231 three-point field goals during the 1995-96 Atlanta Hawks season?",Mookie Blaylock,bridge,1,0.0,0.0,481,1,0.0,0.0,481,1,0.0,0.0,481,1,0.0,0.0,481
Saltillo Engine is an engine plant in Ramos Arizpe that belongs to the American subsidiary of what company?,Fiat Chrysler Automobiles N.V.,bridge,1,0.13333333333333333,0.0,382,1,0.13333333333333333,0.0,382,1,0.13333333333333333,0.0,382,1,0.13333333333333333,0.0,382
" What type of television show did Dylan Everett star in, in 2015?",American-Canadian mystery-drama,bridge,1,0.0,0.0,434,1,0.0,0.0,434,1,0.0,0.0,434,1,0.0,0.0,434
"Which plant, the Chaerophyllum or the Cryptanthus, can be found in various places across the world?",Chaerophyllum,comparison,1,0.1111111111111111,0.0,500,1,0.1111111111111111,0.0,500,1,0.1111111111111111,0.0,500,1,0.1111111111111111,0.0,500
"Johnny Mathis: Wonderful Wonderful aired at what luxury hotel, casino and spa resort located in Atlantic City, New Jersey?",Tropicana Casino & Resort,bridge,1,0.23076923076923078,0.0,480,1,0.23076923076923078,0.0,480,1,0.23076923076923078,0.0,480,1,0.23076923076923078,0.0,480
Who wrote the lyrics for Linda Eder's Broadway debut?,"Wildhorn, Bricusse and Cuden",bridge,1,0.04651162790697674,0.0,500,1,0.04651162790697674,0.0,494,1,0.04651162790697674,0.0,500,1,0.04651162790697674,0.0,469
"The Company They Keep is a book written by Diana Pavlac Glyer, who is a professor at a university in Azusa, California, that was founded in 1899, and is under the auspices of what religion?",evangelical Christian,bridge,1,0.0,0.0,505,1,0.0,0.0,491,1,0.0,0.0,505,1,0.0,0.0,482
For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,The Late Late Show,bridge,1,0.0,0.0,391,1,0.0,0.0,391,1,0.0,0.0,391,1,0.0,0.0,391
What was the slogan  that came about from the idea of Lebensraum which had its most extreme form supported by the Nazi Party until the end of World War II?,Blood and soil,bridge,1,0.08333333333333333,0.0,502,1,0.08333333333333333,0.0,491,1,0.08333333333333333,0.0,502,0,0.08333333333333333,0.0,497
Olivia DeJonge starred in an American horror film directed by Shyamalan called what,The Visit,bridge,1,0.0689655172413793,0.0,467,1,0.0689655172413793,0.0,467,1,0.0689655172413793,0.0,467,1,0.0689655172413793,0.0,467
Who conducted the negotiations  with the owners and the longest serving commandant of Auschwitz concentration and extermination camp?,Rudolf Höss,bridge,1,0.1142857142857143,0.0,504,1,0.1142857142857143,0.0,498,1,0.1142857142857143,0.0,504,1,0.1142857142857143,0.0,495
What genre is the novel from which the fast-food restaurant specializing in seafood derives its name?,an adventure novel,bridge,1,0.0,0.0,449,1,0.0,0.0,449,1,0.0,0.0,449,1,0.0,0.0,449
What kind of musicians are Mark Gaudet and Jan Axel Blomberg?,drummer,bridge,1,0.0,0.0,375,1,0.0,0.0,375,1,0.0,0.0,375,1,0.0,0.0,375
A Wind in the Door is part of a series written by who?,Madeleine L'Engle,bridge,1,0.18181818181818182,0.0,428,1,0.18181818181818182,0.0,428,1,0.0,0.0,428,1,0.0,0.0,428
The Airport located next to the A13 handled how many passengers in 2016 ?,1.6 million passengers,bridge,1,0.0909090909090909,0.0,467,1,0.0909090909090909,0.0,467,1,0.0909090909090909,0.0,467,1,0.0909090909090909,0.0,467
"The town of Sinclair, West Virginia, is named after the founder of the local oil drilling company. What is on Sinclair Oil's famous logo?",dinosaur,bridge,1,0.0,0.0,413,1,0.0,0.0,413,1,0.0,0.0,413,1,0.0,0.0,413
Jihad: A Story of the Others is a documentary by the director who is of what descent?,Punjabi/Pashtun,bridge,1,0.0,0.0,507,1,0.0,0.0,504,1,0.0,0.0,507,1,0.0,0.0,498
Minor league baseball games that were played between the rivalling teams of the Sooners and the Cowboys were played at the stadium formerly known as what?,Drillers Stadium,bridge,1,0.0,0.0,511,1,0.0,0.0,511,1,0.0,0.0,511,1,0.0,0.0,511
Cooperative Living Organization is located in a city that is the county seat of what county in Florida?,Alachua,bridge,1,0.0,0.0,471,1,0.0,0.0,471,1,0.0,0.0,471,1,0.0,0.0,471
"What is the pen name of author Carolyn Janice Cherry, who wrote the Fortress Series?","Carolyn Janice Cherry (born September 1, 1942), better known by the pen name C. J. Cherryh,",bridge,1,0.33333333333333337,0.0,482,1,0.33333333333333337,0.0,494,1,0.33333333333333337,0.0,482,1,0.33333333333333337,0.0,450
"Which dog is believed to dispel ghosts and evil spirits, Segugio Italiano or Sapsali?",Sapsali,comparison,1,0.0,0.0,460,1,0.0,0.0,460,1,0.0,0.0,460,1,0.0,0.0,460
"Which French aristocrat and military officer who fought in the American Revolutionary War visited this historic home located at Enfield, Halifax County, North Carolina, known as The Cellar?",Marquis de Lafayette,bridge,1,0.15,0.0,463,1,0.15,0.0,463,1,0.15,0.0,463,1,0.15,0.0,463
What sports team included both of the brothers Case McCoy and Colt McCoy during different years?,University of Texas Longhorns,bridge,1,0.125,0.0,482,1,0.125,0.0,482,1,0.125,0.0,482,1,0.125,0.0,482
Which member of The New Russian School was both a doctor and a chemist besides being a composer?,Alexander Porfiryevich Borodin,bridge,1,0.0,0.0,511,1,0.0,0.0,511,1,0.0,0.0,511,1,0.0,0.0,511
"Susanna Thompson appeared in the courtroom drama film Ghosts of Mississippi, directed by who?",Rob Reiner,bridge,1,0.0,0.0,454,1,0.0,0.0,454,1,0.0,0.0,454,1,0.0,0.0,454
Live Wire Radio will possibly be considered as a replacement for a variety show created in what year?,1974,bridge,1,0.0,0.0,437,1,0.0,0.0,437,1,0.0,0.0,437,1,0.0,0.0,437
Luke Rockhold defeated the MMA fighter who was the first to earn a win against which champion in the UFC?,Anderson Silva,bridge,0,0.0,0.0,470,0,0.0,0.0,470,0,0.0,0.0,470,0,0.0,0.0,470
What type of art does The Consul and Arlecchino have in common?,music,comparison,1,0.0,0.0,402,1,0.0,0.0,402,1,0.0,0.0,402,1,0.0,0.0,402
Who is a Brazilian mixed martial artist in the UFC who Namsaknoi Yudthagarngamtorn coached?,Rafael Souza dos Anjos,bridge,1,0.0,0.0,458,1,0.0,0.0,458,1,0.0,0.0,458,1,0.0,0.0,458
"Which has more species, Lysiloma or Hydrocotyle umbellata?",Lysiloma,comparison,1,0.0,0.0,312,1,0.0,0.0,312,1,0.0,0.0,312,1,0.0,0.0,312
Are the films Gasland from 2010 and Pumping Iron from 1977 both documentaries?,yes,comparison,0,0.0,0.0,476,0,0.0,0.0,493,0,0.0,0.0,476,0,0.0,0.0,476
"Rosemary Willis was seen in the grass in what Texas town, where John F. Kennedy was assassinated?",Dallas,bridge,1,0.07999999999999999,0.0,512,1,0.07999999999999999,0.0,506,1,0.07999999999999999,0.0,512,1,0.07999999999999999,0.0,510
"Which king of Northumbria did The ""Historia"" gives the abbot central place in his election as king",Guthred or Guthfrith,bridge,1,0.05263157894736842,0.0,485,1,0.05263157894736842,0.0,485,1,0.05263157894736842,0.0,485,1,0.05263157894736842,0.0,485
"Mooreville, Mississippi is located on which Interstate highway that follows US Route 78?",Interstate 22,bridge,1,0.5,0.0,405,1,0.5,0.0,405,1,0.5,0.0,405,1,0.5,0.0,405
Where is the casino that Summer Nights takes place in?,"Las Vegas Strip in Paradise, Nevada",bridge,0,0.0,0.0,418,0,0.0,0.0,418,0,0.0,0.0,418,0,0.0,0.0,418
who was the anthropologist who thought that the plaster casts that were discovered by Paul Freeman were a critical piece of evidence?,"Don Jeffrey ""Jeff"" Meldrum (born May 24, 1958) is a Professor of Anatomy and Anthropology",bridge,0,0.1509433962264151,0.0,478,0,0.1509433962264151,0.0,478,0,0.1509433962264151,0.0,478,0,0.1509433962264151,0.0,478
"What type of license is the open source roguelike video game video released 2012, in which a subset of it's pricing model is a called free-to-play, licensed under?",GNU GPLv3,bridge,1,0.0,0.0,461,1,0.0,0.0,461,1,0.0,0.0,461,1,0.0,0.0,461
Mía Maestro had a role in the 2002 biopic directed by whom?,Julie Taymor,bridge,1,0.0,0.0,382,1,0.0,0.0,382,1,0.0,0.0,382,1,0.0,0.0,382
UFO Magazine covers what subject named for Charles Hoy Fort?,Fortean,bridge,1,0.0,0.0,481,1,0.0,0.0,481,1,0.0,0.0,481,1,0.0,0.0,481
Are both The Straight Story and Frozen films of the same genre?,no,comparison,1,0.0,0.0,463,1,0.0,0.0,463,1,0.0,0.0,463,1,0.0,0.0,463
What 1876 battle featured the Other Magpie?,Battle of the Rosebud,bridge,1,0.5,0.0,506,1,0.5,0.0,507,1,0.5,0.0,506,1,0.5,0.0,484
What Disney movie was the wrestler with the real name of John William Minton in?,Double Agent,bridge,1,0.0,0.0,479,1,0.0,0.0,497,1,0.0,0.0,479,1,0.0,0.0,512
Who covered the song I Love You by Chris Write?,People! and The Carnabeats,bridge,0,0.031746031746031744,0.0,451,0,0.031746031746031744,0.0,451,0,0.031746031746031744,0.0,451,0,0.031746031746031744,0.0,451
"Who was born first, Javier Frana or Sherwood Stewart?",Sherwood Stewart,comparison,1,0.0,0.0,362,1,0.0,0.0,362,1,0.0,0.0,362,1,0.0,0.0,362
Are Dogo Cubano and the Dutch Shepherd both breeds of dog?,yes,comparison,0,0.0,0.0,486,0,0.0,0.0,506,0,0.0,0.0,486,0,0.0,0.0,474
"Spawn, a fictional character who Mustafa Shakir has expressed interest in playing, was created by?",Todd McFarlane,bridge,1,0.0,0.0,348,1,0.0,0.0,348,1,0.0,0.0,348,1,0.0,0.0,348
To where did the war criminal who is the fictional defendant in the film After the Truth flee in real life ?,South America,bridge,1,0.0,0.0,443,1,0.0,0.0,443,1,0.0,0.0,443,1,0.0,0.0,443
What company did Rex Maughan aquire?,Aloe Vera of America,bridge,1,0.0,0.0,392,1,0.0,0.0,392,1,0.0,0.0,392,1,0.0,0.0,392
"The 249th episode of ""The Simpsons"" was aired on what date?","November 1, 2000",bridge,0,0.0,0.0,370,0,0.0,0.0,370,0,0.0,0.0,370,0,0.0,0.0,370
Which was built first Woolworth Building or 1 New York Plaza?,Woolworth Building,comparison,1,0.08,0.0,452,1,0.08,0.0,452,1,0.08,0.0,452,1,0.08,0.0,452
"Where is the concert venue which hosted the first US performance of ""Libuše"" located?","Midtown Manhattan in New York City,",bridge,1,0.25,0.0,423,1,0.25,0.0,423,1,0.25,0.0,423,1,0.25,0.0,423
When was the advisor of Alpher–Bethe–Gamow paper died?,"August 19, 1968",bridge,1,0.0,0.0,494,1,0.0,0.0,472,1,0.0,0.0,494,1,0.0,0.0,464
"What competition held in Kathmandu, Nepal did Julian Bolling compete in 1984?",1984 South Asian Games,bridge,1,0.125,0.0,394,1,0.125,0.0,394,1,0.125,0.0,394,1,0.125,0.0,394
The Nike Mercurial Vapor is endorsed by a Stoke City football player who also plays for what national team?,the Switzerland national team,bridge,1,0.0,0.0,411,1,0.0,0.0,411,1,0.0,0.0,411,1,0.0,0.0,411
"Which aired first, Life After People or Werner Herzog Eats His Shoe?",Werner Herzog Eats His Shoe,comparison,1,1.0,1.0,484,1,1.0,1.0,484,1,1.0,1.0,484,1,1.0,1.0,484
What NIFL Premier Intermediate League team did Sean Connor play for?,Distillery,bridge,1,0.0,0.0,493,1,0.0,0.0,493,1,0.0,0.0,493,1,0.0,0.0,493
The first female correspondent for Inside the NFL was replaced by who on the show American Ninja Warrior?,Kristine Leahy,bridge,0,0.0,0.0,397,0,0.0,0.0,397,0,0.0,0.0,397,0,0.0,0.0,397
Bridgewater Triangle is an area where the phenomenon associated with what type of tradition has been seen?,Native American,bridge,1,0.0,0.0,507,0,0.0,0.0,508,1,0.0,0.0,507,1,0.0,0.0,462
"The band who released the debut album ""Tinted Windows"" had their first performance in what city?",Tulsa,bridge,1,0.0,0.0,500,1,0.0,0.0,488,1,0.0,0.0,500,1,0.0,0.0,496
"In the 1970s, which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?",Army & Navy Stores,bridge,1,0.25,0.0,413,1,0.25,0.0,413,1,0.25,0.0,413,1,0.25,0.0,413
The Dogwoman telemovies were created by an actress born in what year?,1961,bridge,1,0.0,0.0,511,0,0.0,0.0,511,1,0.0,0.0,511,1,0.0,0.0,478
Who fills in occasionally for the meteorologist who replaced  Ginger Zee ?,Kait Parker,bridge,0,0.0,0.0,413,0,0.0,0.0,413,0,0.0,0.0,413,0,0.0,0.0,413
In Ancient Egyptian religion how would a citizen be weighted to decide if they where worthy of damnation and would face the torment in the lake of fire ?,against the feather of truth,bridge,1,0.0,0.0,477,1,0.0,0.0,477,1,0.0,0.0,477,1,0.0,0.0,477
Which town near the county border with North Yorkshire was this Lancashire mill (closed in 1979 and demolished) located?,Barnoldswick,bridge,1,0.0,0.0,435,1,0.0,0.0,435,1,0.0,0.0,435,1,0.0,0.0,435
"The Prodigal Daughter, though a book about an American, is by a novelist of what nationality?",English,bridge,1,0.0,0.0,426,1,0.0,0.0,426,1,0.0,0.0,426,1,0.0,0.0,426
At what height does State Route 160 start?,4145 ft,bridge,1,0.0,0.0,490,1,0.0,0.0,490,1,0.0,0.0,490,1,0.0,0.0,490
The alcoholic drink that shares a name with Quintessentially Unreal's 1996 album is commonly reffered to in historical literature as what?,the green fairy,bridge,1,0.0,0.0,406,1,0.0,0.0,406,1,0.0,0.0,406,1,0.0,0.0,406
"What actor replaced the Welch actor born in 1978 who played Robin Hood in the first season of ""Once upon a Time""?",Sean Maguire,bridge,1,0.0,0.0,458,1,0.0,0.0,458,1,0.0,0.0,458,1,0.0,0.0,458
