question,gold,qtype,topk_aic,topk_f1,topk_em,topk_tokens,mmr_aic,mmr_f1,mmr_em,mmr_tokens,focused_aic,focused_f1,focused_em,focused_tokens,answer_survival_aic,answer_survival_f1,answer_survival_em,answer_survival_tokens
What is the place of birth of the director of film Pages Of Life (Film)?,Concepción,compositional,0,0.0,0.0,325,0,0.0,0.0,325,0,0.0,0.0,325,0,0.0,0.0,325
Who is the paternal grandfather of Uskhal Khan Tögüs Temür?,Khutughtu Khan,inference,1,0.047619047619047616,0.0,352,1,0.0,0.0,352,1,0.0,0.0,352,1,0.0,0.0,352
Where did the director of film Carbon (Film) study?,Film and Television Institute of India,compositional,1,0.0,0.0,337,1,0.0,0.0,337,1,0.0,0.0,337,1,0.0,0.0,337
"Who is the paternal grandmother of Renaud Iii, Count Of Soissons?","Adelaide, Countess of Soissons",inference,0,0.0,0.0,239,0,0.3333333333333333,0.0,239,0,0.0,0.0,239,0,0.0,0.0,239
Who is Sultan Hatun's mother-in-law?,Emine Hatun,inference,1,0.0,0.0,376,1,0.0,0.0,380,1,0.0,0.0,376,1,0.0,0.0,373
"What is the place of birth of Geoffrey Plantagenet, Count Of Anjou's wife?",Westminster,compositional,0,0.0,0.0,384,0,0.0,0.0,382,0,0.0,0.0,384,0,0.0,0.0,375
Where was the director of film War Of The Buttons (1994 Film) born?,"Buffalo, New York",compositional,1,0.0,0.0,348,1,0.0,0.0,348,1,0.0,0.0,348,1,0.0,0.0,348
"Which film was released more recently, Sacred Silence or Ek Haseena Thi Ek Deewana Tha?",Ek Haseena Thi Ek Deewana Tha,comparison,1,1.0,1.0,377,1,1.0,1.0,362,1,1.0,1.0,377,1,1.0,1.0,349
"When did Thomas Knox, 3Rd Earl Of Ranfurly's father die?",21 March 1858,compositional,1,0.0,0.0,381,1,0.0,0.0,371,1,0.0,0.0,381,1,0.0,0.0,372
"Do the bands The Gordons (Duo) and Sacred Rite (Band), originate from the same country?",yes,comparison,0,0.0,0.0,333,0,0.0,0.0,333,0,0.0,0.0,333,0,0.0,0.0,333
Who is Antoine-Charles Taschereau's paternal grandfather?,Thomas-Jacques Taschereau,inference,1,0.11764705882352941,0.0,337,1,0.08888888888888888,0.0,337,1,0.11764705882352941,0.0,337,1,0.0,0.0,337
Do both films Masters Of The Sea (Film) and The Auction Mart have the directors from the same country?,yes,bridge_comparison,0,0.0,0.0,383,0,0.0,0.0,377,0,0.0,0.0,383,0,0.0,0.0,340
"Who is the spouse of the composer of film Kalle Stropp, Grodan Boll Och Deras Vänner?",Eva Funck,compositional,1,0.0,0.0,364,1,0.07142857142857144,0.0,364,1,0.0,0.0,364,1,0.0,0.0,364
Do both directors of films The Curse Of Iku and Cops And Robbers (1973 Film) have the same nationality?,yes,bridge_comparison,0,0.0,0.0,373,0,0.0,0.0,371,0,0.0,0.0,373,0,0.0,0.0,345
"Where was the wife of Otto I, Count Of Guelders born?",Kelheim,compositional,0,0.0,0.0,370,0,0.0,0.0,384,0,0.0,0.0,370,0,0.0,0.0,351
"Who is younger, Zhang Lifang or Lalengzama Vangchhia?",Lalengzama Vangchhia,comparison,1,0.0,0.0,260,1,0.0,0.0,260,1,0.0,0.0,260,1,0.0,0.0,260
Where was the place of death of Thomas Sheridan (Soldier)'s father?,London,compositional,1,0.0,0.0,372,1,0.0,0.0,372,1,0.0,0.0,372,1,0.0,0.0,372
"Which film whose director is younger, A Social Celebrity or A Sound Of Trumpets?",A Sound Of Trumpets,bridge_comparison,1,0.0,0.0,281,1,0.0,0.0,281,1,0.0,0.0,281,1,0.0,0.0,281
What is the date of death of the founder of Suez Canal Company?,7 December 1894,compositional,0,0.0,0.0,377,1,0.0,0.0,384,0,0.0,0.0,377,0,0.0,0.0,377
"Which film came out first, João Da Mata or Beautiful Girls (Film)?",João Da Mata,comparison,1,1.0,1.0,266,1,1.0,1.0,266,1,1.0,1.0,266,1,1.0,1.0,266
"Who is younger, Empress Xiaoshurui or Goran Veselinovski?",Goran Veselinovski,comparison,1,1.0,1.0,250,1,1.0,1.0,250,1,1.0,1.0,250,1,1.0,1.0,250
"Which film has the director who was born later, Budak Nafsu or The Bilingual Lover?",Budak Nafsu,bridge_comparison,1,0.14285714285714288,0.0,363,1,0.14285714285714288,0.0,371,1,0.14285714285714288,0.0,363,1,0.14285714285714288,0.0,361
Where was the director of film Mark (Film) born?,Toronto,compositional,1,0.0,0.0,382,1,0.0,0.0,382,1,0.0,0.0,382,1,0.0,0.0,342
Who is the maternal grandfather of Princess Alexandra Of Hanover (Born 1999)?,"Rainier III, Prince of Monaco",inference,0,0.041666666666666664,0.0,384,1,0.08333333333333333,0.0,378,0,0.041666666666666664,0.0,384,0,0.041666666666666664,0.0,376
Are both Alex Bregman and Francesca Sterlacci from the same country?,yes,comparison,0,0.0,0.0,369,0,0.0,0.0,377,0,0.0,0.0,369,0,0.0,0.0,371
"Which film has the director who was born later, Aloha, Bobby And Rose or The Elusive Avengers?","Aloha, Bobby And Rose",bridge_comparison,1,0.2666666666666667,0.0,375,1,0.2666666666666667,0.0,382,1,0.2666666666666667,0.0,375,1,0.2666666666666667,0.0,375
What nationality is the performer of song Pareho Tayo?,Filipino,compositional,1,0.0,0.0,369,1,0.0,0.0,373,1,0.0,0.0,369,1,0.0,0.0,364
Are the directors of both films Captain Calamity (Film) and Heaven Only Knows (Film) from the same country?,yes,bridge_comparison,0,0.0,0.0,316,0,0.0,0.0,316,0,0.0,0.0,316,0,0.0,0.0,316
"Which film has the director died later, The Man From Lost River or Mcveagh Of The South Seas?",The Man From Lost River,bridge_comparison,1,0.0,0.0,373,1,0.0,0.0,380,1,0.0,0.0,373,1,0.0,0.0,372
"Which film whose director is younger, Return Of The Hero or Home In Indiana?",Return Of The Hero,bridge_comparison,1,0.3157894736842105,0.0,273,1,0.3157894736842105,0.0,273,1,0.0,0.0,273,1,0.3157894736842105,0.0,273
"Which film has the director died earlier, Crime Against Joe or Vagabonderne På Bakkegården?",Vagabonderne På Bakkegården,bridge_comparison,1,1.0,1.0,351,1,1.0,1.0,351,1,1.0,1.0,351,1,1.0,1.0,351
Who is the maternal grandmother of Flavia Julia Constantia?,Eutropia,inference,0,0.0,0.0,361,1,0.0,0.0,378,0,0.0,0.0,361,0,0.0,0.0,361
Who is the paternal grandmother of Princess Feodora Of Hohenlohe-Langenburg?,Countess Amalie Henriette of Solms-Baruth,inference,0,0.04347826086956522,0.0,374,1,0.0625,0.0,377,0,0.04347826086956522,0.0,374,1,0.04347826086956522,0.0,374
"Which film has the director who died earlier, Slums Of Berlin or Phantom India?",Slums Of Berlin,bridge_comparison,1,0.0,0.0,370,1,0.0,0.0,384,1,0.0,0.0,370,1,0.0,0.0,356
"Which film has the director who was born earlier, Toto In Paris or The Railroad Man?",Toto In Paris,bridge_comparison,1,0.16,0.0,288,1,0.16,0.0,288,1,0.16,0.0,288,1,0.16,0.0,288
Do both films King Uncle and Kanyaka (Film) have the directors from the same country?,yes,bridge_comparison,0,0.0,0.0,369,0,0.0,0.0,369,0,0.0,0.0,369,0,0.0,0.0,369
Where was the place of death of Anne Devereux's husband?,Banbury,compositional,0,0.0,0.0,359,0,0.0,0.0,376,0,0.0,0.0,359,0,0.0,0.0,359
"Who is Augustus Berkeley, 4Th Earl Of Berkeley's maternal grandmother?",Anne Brudenell,inference,0,0.0,0.0,377,0,0.0,0.0,366,0,0.0,0.0,377,0,0.0,0.0,369
Who is the paternal grandfather of Chiang Hsiao-Wu?,Chiang Kai-shek,inference,0,0.0,0.0,375,0,0.037037037037037035,0.0,381,0,0.0,0.0,375,0,0.0,0.0,383
"Which museum was founded first, Casoria Contemporary Art Museum or Leverian Collection?",Leverian Collection,comparison,1,0.0,0.0,369,1,0.0,0.0,369,1,0.0,0.0,369,1,0.0,0.0,369
"Which film has the director died later, The Big Cube or Rangila Ratan?",Rangila Ratan,bridge_comparison,1,0.0,0.0,353,1,0.0,0.0,353,1,0.0,0.0,353,1,0.0,0.0,353
"Which film has the director who was born later, I'Ll Take Sweden or His Majesty, The American?",I'Ll Take Sweden,bridge_comparison,1,0.0,0.0,345,1,0.0,0.0,345,1,0.0,0.0,345,1,0.0,0.0,345
"Which film has the director who is older, A Medal For Benny or King Of Chinatown?",A Medal For Benny,bridge_comparison,1,0.0,0.0,322,1,0.0,0.0,322,1,0.0,0.0,322,1,0.0,0.0,322
What nationality is Julia Parker (Astrologer)'s husband?,British,compositional,1,0.0,0.0,374,0,0.0,0.0,380,1,0.0,0.0,374,1,0.0,0.0,374
"Are the directors of films Who Are You, Polly Maggoo? and Mother Night (Film) both from the same country?",yes,bridge_comparison,0,0.0,0.0,306,0,0.0,0.0,306,0,0.0,0.0,306,0,0.0,0.0,306
"Which film was released more recently, Fine Dead Girls or Venussian Tabutasco?",Venussian Tabutasco,comparison,1,0.0,0.0,297,1,0.0,0.0,297,1,0.0,0.0,297,1,0.0,0.0,297
"Do both films, Humko Deewana Kar Gaye and Dozakh In Search Of Heaven, have the directors who are from the same country?",yes,bridge_comparison,0,0.0,0.0,377,0,0.0,0.0,375,0,0.0,0.0,377,0,0.0,0.0,375
"Who lived longer, Neil Lloyd Macky or Domenico Cosselli?",Neil Lloyd Macky,comparison,1,0.0,0.0,366,1,0.0,0.0,382,1,0.0,0.0,366,1,0.0,0.0,378
"Which film has the director born earlier, Farfallon or Man On The Tracks?",Man On The Tracks,bridge_comparison,1,0.21428571428571425,0.0,381,1,0.21428571428571425,0.0,381,1,0.21428571428571425,0.0,381,1,0.21428571428571425,0.0,381
"Which film has the director who was born earlier, Legend Of The Inca Bridge or Gangs Of New York?",Legend Of The Inca Bridge,bridge_comparison,1,0.05714285714285715,0.0,382,1,0.0,0.0,380,1,0.05714285714285715,0.0,382,1,0.05714285714285715,0.0,379
"Which film has the director died later, Romeo, Juliet And Darkness or I Can Explain?","Romeo, Juliet And Darkness",bridge_comparison,1,0.47058823529411764,0.0,291,1,0.47058823529411764,0.0,291,1,0.47058823529411764,0.0,291,1,0.47058823529411764,0.0,291
What is the place of birth of the director of film Alien From L.A.?,Hawaii,compositional,0,0.0,0.0,374,0,0.0,0.0,375,0,0.0,0.0,374,0,0.0,0.0,358
"Which film has the director who was born first, The Gigolos or More About The Children Of Noisy Village?",More About The Children Of Noisy Village,bridge_comparison,1,0.0,0.0,384,0,0.0,0.0,382,1,0.0,0.0,384,1,0.0,0.0,372
Where was the director of film The Planet (Film) born?,Bollnäs,compositional,1,0.0,0.0,333,1,0.0,0.0,333,1,0.0,0.0,333,1,0.0,0.0,333
Are both Caracu River and South Fork Rogue River located in the same country?,no,comparison,1,0.0,0.0,367,1,0.0,0.0,375,1,0.0,0.0,367,1,0.0,0.0,367
Are Guancangping Railway Station and Yangquan North Railway Station both located in the same country?,yes,comparison,0,0.0,0.0,187,0,0.0,0.0,187,0,0.0,0.0,187,0,0.0,0.0,187
When was the director of film I Want Someone To Eat Cheese With born?,"June 5, 1962",compositional,1,0.0,0.0,384,1,0.0,0.0,384,1,0.0,0.0,384,1,0.0,0.0,384
"Which album was released earlier, American Tunes or I'M In Love Again?",I'M In Love Again,comparison,1,0.38095238095238093,0.0,375,1,0.38095238095238093,0.0,353,1,0.38095238095238093,0.0,375,1,0.38095238095238093,0.0,342
Where was the mother of Maria Of Jülich-Berg born?,Ansbach,compositional,0,0.0,0.0,383,0,0.0,0.0,382,0,0.0,0.0,383,0,0.0,0.0,382
Where did Baha Al-Dawla's father die?,Baghdad,compositional,1,0.0,0.0,356,1,0.0,0.0,356,1,0.0,0.0,356,1,0.0,0.0,356
Who is the spouse of the director of film Fire-Eater (Film)?,Pirkko Saisio,compositional,1,0.0,0.0,371,1,0.0,0.0,377,1,0.0,0.0,371,1,0.0,0.0,371
"Which film was released more recently, Paul Temple'S Triumph or The Quick And The Undead?",The Quick And The Undead,comparison,1,0.0,0.0,382,1,0.0,0.0,383,1,0.0,0.0,382,1,0.0,0.0,375
Do both films The Dust Of Naples and Col Cuore In Gola have the directors that share the same nationality?,yes,bridge_comparison,0,0.0,0.0,342,0,0.0,0.0,342,0,0.0,0.0,342,0,0.0,0.0,342
"Which film came out earlier, La Marca De Satanás or Sofia'S Last Ambulance?",La Marca De Satanás,comparison,1,1.0,1.0,359,1,1.0,1.0,377,1,1.0,1.0,359,1,1.0,1.0,353
"Which film has the director born earlier, High Society Blues or Counterblast?",Counterblast,bridge_comparison,1,0.0,0.0,347,1,0.0,0.0,377,1,0.0,0.0,347,1,0.0,0.0,338
"Where was the place of death of the composer of song Hail, Hail, The Gang'S All Here?",London,compositional,0,0.0,0.0,368,0,0.0,0.0,368,0,0.0,0.0,368,0,0.0,0.0,368
Are Justine Lupe and Mark Kistler both from the same country?,yes,comparison,0,0.0,0.0,378,0,0.0,0.0,378,0,0.0,0.0,378,0,0.0,0.0,378
Who is the spouse of the director of film Confidentially Connie?,Ona Munson,compositional,0,0.0,0.0,381,0,0.0,0.0,367,0,0.0,0.0,381,0,0.0,0.0,367
Which award the performer of song Constantemente Mía got?,Sanremo Music Festival,compositional,1,0.0,0.0,383,1,0.0,0.0,383,1,0.0,0.0,383,1,0.0,0.0,383
"Which film has the director who died later, The Devil And Miss Jones or The Man In The Funny Suit?",The Man In The Funny Suit,bridge_comparison,1,0.18181818181818182,0.0,380,1,0.18181818181818182,0.0,368,1,0.18181818181818182,0.0,376,1,0.18181818181818182,0.0,382
What nationality is the performer of song Gone Fishin' (Song)?,America,compositional,1,0.0,0.0,381,1,0.0,0.0,380,1,0.0,0.0,381,1,0.0,0.0,376
Who is the spouse of the director of film The Thin Line (1980 Film)?,Moshé Mizrahi,compositional,1,0.0,0.0,334,1,0.0,0.0,334,1,0.0,0.0,334,1,0.0,0.0,334
"Who lived longer, Octavius Hammond or Curumsey Damjee?",Curumsey Damjee,comparison,1,0.2222222222222222,0.0,383,1,0.2222222222222222,0.0,379,1,0.2222222222222222,0.0,383,1,0.2222222222222222,0.0,380
Do both directors of films The Wrath Of Silence and Legend Of The Fox have the same nationality?,yes,bridge_comparison,0,0.0,0.0,382,0,0.0,0.0,365,0,0.0,0.0,382,0,0.0,0.0,371
"Who was born later, Park So-Jin or Joseph M. Pettit?",Park So-Jin,comparison,1,0.0,0.0,318,1,0.0,0.0,318,1,0.0,0.0,318,1,0.0,0.0,318
"Which film was released first, Taxi! or What'S Your Hurry??",What'S Your Hurry?,comparison,1,0.0,0.0,301,1,0.0,0.0,301,1,0.0,0.0,301,1,0.0,0.0,301
"Who was born later, Narayana Kasturi or Sigismund Toduță?",Sigismund Toduță,comparison,1,0.0,0.0,384,1,0.0,0.0,372,1,0.0,0.0,384,1,0.0,0.0,384
"Which school was founded first, Colegio Israelita De México or Waldorf University?",Waldorf University,comparison,1,0.0,0.0,356,1,0.0,0.0,356,1,0.0,0.0,356,1,0.0,0.0,356
Where does the director of film The Witnesses work at?,Cahiers du cinéma,compositional,1,0.0,0.0,346,1,0.0,0.0,346,1,0.0,0.0,346,1,0.0,0.0,346
